"ID","Lable","RansomwareFamily","API","DROP","FILES","FILES_EXT","DIR"
"21176","0","0","76","0","8","6","5"
"21177","0","0","86","6","41","21","12"
"21178","0","0","64","2","14","9","7"
"21180","0","0","36","6","5","20","11"
"21181","0","0","47","3","3","8","0"
"21182","0","0","66","4","11","14","13"
"21185","0","0","68","3","8","11","12"
"21188","0","0","56","4","9","13","10"
"21190","0","0","68","2","15","10","7"
"21191","0","0","69","3","18","11","7"
"21193","0","0","74","2","11","10","11"
"21198","0","0","61","2","10","10","1"
"21199","0","0","52","17","34","41","24"
"21201","0","0","59","1","10","6","12"
"21203","0","0","59","4","12","9","9"
"21205","0","0","63","10","153","29","31"
"21207","0","0","45","5","8","11","14"
"21208","0","0","49","1","5","5","1"
"21210","0","0","63","40","88","89","10"
"21212","0","0","101","3","15","18","12"
"21213","0","0","68","2","15","10","7"
"21214","0","0","60","6","12","13","9"
"21216","0","0","11","0","0","0","0"
"21217","0","0","53","2","9","7","3"
"21219","0","0","96","4","17","20","8"
"21220","0","0","71","15","38","33","23"
"21221","0","0","31","0","0","0","0"
"21222","0","0","50","1","5","5","1"
"21223","0","0","94","31","111","70","41"
"21226","0","0","89","9","31","34","13"
"21227","0","0","45","4","8","17","5"
"21228","0","0","49","1","5","5","1"
"21229","0","0","81","3","14","12","7"
"21231","0","0","2","0","0","0","0"
"21232","0","0","56","4","11","13","14"
"21235","0","0","77","2","16","15","5"
"21236","0","0","79","6","12","17","12"
"21237","0","0","54","4","11","15","6"
"21238","0","0","78","5","16","22","8"
"21239","0","0","43","4","12","13","6"
"21240","0","0","60","4","9","13","10"
"21241","0","0","77","7","18","20","8"
"21242","0","0","77","7","18","20","8"
"21243","0","0","50","1","5","5","1"
"21244","0","0","72","8","43","20","22"
"21245","0","0","11","0","0","0","0"
"21246","0","0","45","1","6","6","1"
"21247","0","0","59","4","9","10","12"
"21248","0","0","67","2","14","9","5"
"21249","0","0","28","0","0","0","0"
"21250","0","0","106","4","13","17","16"
"21253","0","0","65","3","9","13","11"
"21254","0","0","43","5","7","17","5"
"21255","0","0","48","1","5","5","1"
"21256","0","0","95","8","27","23","26"
"21258","0","0","62","4","11","12","14"
"21259","0","0","47","1","5","5","1"
